월,요일,시간대,역명,mean,std
1월,월요일,10-11시,중앙로,54.4625,23.3706
1월,월요일,10-11시,지족,18.0875,3.9135
1월,월요일,10-11시,탄방,44.7625,9.9012
1월,월요일,10-11시,판암,39.0,11.6626
1월,월요일,10-11시,현충원,20.725,4.3696
1월,월요일,11-12시,갈마,29.8875,5.8045
1월,월요일,11-12시,갑천,8.45,1.8424
1월,월요일,11-12시,구암,30.1125,3.4799
1월,월요일,11-12시,노은,42.875,5.6284
1월,월요일,11-12시,대동,31.5625,7.0755
1월,월요일,11-12시,대전,151.2125,19.6591
1월,월요일,11-12시,반석,55.9375,11.3421
1월,월요일,11-12시,서대전네거리,63.1125,9.1809
1월,월요일,11-12시,시청,75.025,16.7479
1월,월요일,11-12시,신흥,16.25,2.0424
1월,월요일,11-12시,오룡,34.45,7.5193
1월,월요일,11-12시,용문,65.775,9.9379
1월,월요일,11-12시,월드컵경기장,25.9375,5.7624
1월,월요일,11-12시,월평,35.3125,4.9703
1월,월요일,11-12시,유성온천,96.3,9.3915
1월,월요일,11-12시,정부청사,56.1625,13.7717
1월,월요일,11-12시,중구청,25.0625,8.6845
1월,월요일,11-12시,중앙로,72.6375,28.1803
1월,월요일,11-12시,지족,17.9875,4.5693
1월,월요일,11-12시,탄방,46.1875,14.0782
1월,월요일,11-12시,판암,38.075,5.6805
1월,월요일,11-12시,현충원,20.2125,4.0885
1월,월요일,12-13시,갈마,31.725,4.7877
1월,월요일,12-13시,갑천,8.725,1.1158
1월,월요일,12-13시,구암,32.95,3.2972
1월,월요일,12-13시,노은,47.35,8.5929
1월,월요일,12-13시,대동,33.9125,7.6286
1월,월요일,12-13시,대전,144.1625,11.0796
1월,월요일,12-13시,반석,59.8875,12.1714
1월,월요일,12-13시,서대전네거리,60.7625,9.8635
1월,월요일,12-13시,시청,79.775,17.6489
1월,월요일,12-13시,신흥,18.05,2.0949
1월,월요일,12-13시,오룡,33.975,8.889
1월,월요일,12-13시,용문,72.95,12.8329
1월,월요일,12-13시,월드컵경기장,24.325,5.263
1월,월요일,12-13시,월평,37.825,4.5766
1월,월요일,12-13시,유성온천,102.7875,8.6158
1월,월요일,12-13시,정부청사,55.7125,9.0159
1월,월요일,12-13시,중구청,25.1875,6.2531
1월,월요일,12-13시,중앙로,83.075,32.4132
1월,월요일,12-13시,지족,22.2375,3.5996
1월,월요일,12-13시,탄방,41.375,6.991
1월,월요일,12-13시,판암,45.075,10.2496
1월,월요일,12-13시,현충원,18.45,6.6558
1월,월요일,13-14시,갈마,33.6375,5.5198
1월,월요일,13-14시,갑천,9.875,2.3187
1월,월요일,13-14시,구암,30.275,3.9648
1월,월요일,13-14시,노은,49.7125,9.3247
1월,월요일,13-14시,대동,40.275,9.3088
1월,월요일,13-14시,대전,141.65,16.8984
1월,월요일,13-14시,반석,65.6,12.0472
1월,월요일,13-14시,서대전네거리,65.8625,12.1198
1월,월요일,13-14시,시청,88.775,21.4709
1월,월요일,13-14시,신흥,19.5625,5.479
1월,월요일,13-14시,오룡,37.9,8.303
1월,월요일,13-14시,용문,76.7125,9.8866
1월,월요일,13-14시,월드컵경기장,28.2875,7.4752
1월,월요일,13-14시,월평,42.3375,6.9947
1월,월요일,13-14시,유성온천,105.075,9.2934
1월,월요일,13-14시,정부청사,63.0375,12.4584
1월,월요일,13-14시,중구청,27.1,7.7782
1월,월요일,13-14시,중앙로,90.4875,23.6796
1월,월요일,13-14시,지족,21.3625,5.7336
1월,월요일,13-14시,탄방,55.5625,16.1125
1월,월요일,13-14시,판암,45.7875,11.5503
1월,월요일,13-14시,현충원,21.525,7.9408
1월,월요일,14-15시,갈마,33.3,4.613
1월,월요일,14-15시,갑천,8.9625,1.0703
1월,월요일,14-15시,구암,32.3375,4.0032
1월,월요일,14-15시,노은,54.675,8.4402
1월,월요일,14-15시,대동,40.475,6.8479
1월,월요일,14-15시,대전,152.8625,14.0838
1월,월요일,14-15시,반석,62.1625,6.7526
1월,월요일,14-15시,서대전네거리,64.1,8.894
1월,월요일,14-15시,시청,89.425,19.9561
1월,월요일,14-15시,신흥,16.625,2.179
1월,월요일,14-15시,오룡,38.325,7.6161
1월,월요일,14-15시,용문,75.1875,11.7619
1월,월요일,14-15시,월드컵경기장,25.375,3.5516
1월,월요일,14-15시,월평,38.575,3.8659
1월,월요일,14-15시,유성온천,106.925,10.534
1월,월요일,14-15시,정부청사,64.6125,9.5671
1월,월요일,14-15시,중구청,24.25,4.5757
1월,월요일,14-15시,중앙로,94.1375,16.1065
1월,월요일,14-15시,지족,20.925,5.1502
1월,월요일,14-15시,탄방,47.3,7.2333
1월,월요일,14-15시,판암,43.9375,3.6758
1월,월요일,14-15시,현충원,20.4125,6.0471
1월,월요일,15-16시,갈마,34.2,3.3291
1월,월요일,15-16시,갑천,10.45,1.1808
1월,월요일,15-16시,구암,34.55,5.6452
1월,월요일,15-16시,노은,56.125,9.6171
1월,월요일,15-16시,대동,41.925,7.7496
1월,월요일,15-16시,대전,157.85,11.6881
1월,월요일,15-16시,반석,67.1625,9.7863
1월,월요일,15-16시,서대전네거리,68.175,9.2739
1월,월요일,15-16시,시청,93.8375,20.8012
1월,월요일,15-16시,신흥,18.725,2.5314
1월,월요일,15-16시,오룡,38.425,8.0983
1월,월요일,15-16시,용문,80.175,9.4871
1월,월요일,15-16시,월드컵경기장,28.1125,4.4787
1월,월요일,15-16시,월평,44.175,4.1812
1월,월요일,15-16시,유성온천,116.65,8.9422
1월,월요일,15-16시,정부청사,71.3125,16.9805
1월,월요일,15-16시,중구청,26.9875,6.9409
1월,월요일,15-16시,중앙로,98.7625,12.8905
1월,월요일,15-16시,지족,20.375,4.9713
1월,월요일,15-16시,탄방,56.4,11.8663
1월,월요일,15-16시,판암,51.825,6.5281
1월,월요일,15-16시,현충원,17.95,3.9533
1월,월요일,16-17시,갈마,40.0875,5.69
1월,월요일,16-17시,갑천,11.1625,3.2697
1월,월요일,16-17시,구암,36.6625,5.4902
1월,월요일,16-17시,노은,63.85,15.3552
1월,월요일,16-17시,대동,46.2,12.9995
1월,월요일,16-17시,대전,157.35,19.9296
1월,월요일,16-17시,반석,87.475,13.831
1월,월요일,16-17시,서대전네거리,80.675,13.5728
1월,월요일,16-17시,시청,104.925,28.2945
1월,월요일,16-17시,신흥,23.85,8.3099
1월,월요일,16-17시,오룡,41.8125,7.5133
1월,월요일,16-17시,용문,91.7,11.4752
1월,월요일,16-17시,월드컵경기장,33.45,4.7752
1월,월요일,16-17시,월평,48.1625,5.147
1월,월요일,16-17시,유성온천,135.5125,9.9007
1월,월요일,16-17시,정부청사,81.2875,26.0144
1월,월요일,16-17시,중구청,25.5375,8.5727
1월,월요일,16-17시,중앙로,103.0625,18.6159
1월,월요일,16-17시,지족,22.875,3.8388
1월,월요일,16-17시,탄방,51.5125,12.1354
1월,월요일,16-17시,판암,52.7,11.8401
1월,월요일,16-17시,현충원,22.25,4.8677
1월,월요일,17-18시,갈마,46.3625,9.9626
1월,월요일,17-18시,갑천,13.925,2.7028
1월,월요일,17-18시,구암,41.4375,8.1911
1월,월요일,17-18시,노은,70.025,13.1009
1월,월요일,17-18시,대동,56.6375,13.9903
1월,월요일,17-18시,대전,148.2,21.0655
1월,월요일,17-18시,반석,117.55,29.6273
1월,월요일,17-18시,서대전네거리,92.1625,19.3014
1월,월요일,17-18시,시청,138.8375,45.6325
1월,월요일,17-18시,신흥,26.3125,6.7641
1월,월요일,17-18시,오룡,55.625,15.5449
1월,월요일,17-18시,용문,101.7625,20.4582
1월,월요일,17-18시,월드컵경기장,36.3625,8.7309
1월,월요일,17-18시,월평,51.55,7.2366
1월,월요일,17-18시,유성온천,153.575,26.9633
1월,월요일,17-18시,정부청사,113.0125,56.3737
1월,월요일,17-18시,중구청,36.975,11.4396
1월,월요일,17-18시,중앙로,118.0375,17.3093
1월,월요일,17-18시,지족,33.325,8.0693
1월,월요일,17-18시,탄방,68.9875,22.6652
1월,월요일,17-18시,판암,60.425,10.1456
1월,월요일,17-18시,현충원,24.275,6.7062
1월,월요일,18-19시,갈마,55.5,30.327
1월,월요일,18-19시,갑천,22.1,10.784
1월,월요일,18-19시,구암,51.275,20.0468
1월,월요일,18-19시,노은,92.2375,35.8933
1월,월요일,18-19시,대동,74.075,34.5577
1월,월요일,18-19시,대전,146.6375,31.2539
1월,월요일,18-19시,반석,169.2875,72.8489
1월,월요일,18-19시,서대전네거리,127.075,53.9769
1월,월요일,18-19시,시청,194.7875,106.6743
1월,월요일,18-19시,신흥,37.225,25.7734
1월,월요일,18-19시,오룡,104.0125,46.0162
1월,월요일,18-19시,용문,133.6,72.2603
1월,월요일,18-19시,월드컵경기장,52.425,20.3982
1월,월요일,18-19시,월평,75.0375,29.5146
1월,월요일,18-19시,유성온천,205.7375,88.1403
1월,월요일,18-19시,정부청사,184.05,143.7476
1월,월요일,18-19시,중구청,48.7125,23.2736
1월,월요일,18-19시,중앙로,138.1,25.7879
1월,월요일,18-19시,지족,56.7875,33.1228
1월,월요일,18-19시,탄방,109.7875,53.7502
1월,월요일,18-19시,판암,75.3375,35.9671
1월,월요일,18-19시,현충원,30.5125,12.6383
1월,월요일,19-20시,갈마,29.725,12.6342
1월,월요일,19-20시,갑천,9.775,4.3876
1월,월요일,19-20시,구암,23.6,7.2419
1월,월요일,19-20시,노은,49.425,11.0303
1월,월요일,19-20시,대동,29.825,11.8007
1월,월요일,19-20시,대전,90.15,24.8891
1월,월요일,19-20시,반석,72.15,21.3485
1월,월요일,19-20시,서대전네거리,55.9625,18.7189
1월,월요일,19-20시,시청,72.1,24.3594
1월,월요일,19-20시,신흥,20.5375,12.616
1월,월요일,19-20시,오룡,31.1125,11.1006
1월,월요일,19-20시,용문,58.8,23.3999
1월,월요일,19-20시,월드컵경기장,22.225,6.702
1월,월요일,19-20시,월평,33.7375,8.9752
1월,월요일,19-20시,유성온천,99.5875,31.774
1월,월요일,19-20시,정부청사,60.8375,26.6897
1월,월요일,19-20시,중구청,18.325,5.5299
1월,월요일,19-20시,중앙로,71.475,14.2341
1월,월요일,19-20시,지족,20.2,6.3873
1월,월요일,19-20시,탄방,39.9875,11.3348
1월,월요일,19-20시,판암,32.7875,15.6092
1월,월요일,19-20시,현충원,10.9,2.5551
1월,월요일,20-21시,갈마,22.0375,8.7294
1월,월요일,20-21시,갑천,6.675,2.8863
1월,월요일,20-21시,구암,16.7625,3.4838
1월,월요일,20-21시,노은,36.2875,7.028
1월,월요일,20-21시,대동,24.5875,10.5042
1월,월요일,20-21시,대전,68.625,13.0844
1월,월요일,20-21시,반석,57.575,15.3535
1월,월요일,20-21시,서대전네거리,38.6,10.4807
1월,월요일,20-21시,시청,62.85,31.1635
1월,월요일,20-21시,신흥,12.625,6.7991
1월,월요일,20-21시,오룡,24.025,8.5148
1월,월요일,20-21시,용문,49.525,11.4943
1월,월요일,20-21시,월드컵경기장,16.075,4.7071
1월,월요일,20-21시,월평,24.975,7.2227
1월,월요일,20-21시,유성온천,71.2875,12.3933
1월,월요일,20-21시,정부청사,45.2625,20.5881
1월,월요일,20-21시,중구청,14.4375,5.2296
1월,월요일,20-21시,중앙로,57.5875,25.685
1월,월요일,20-21시,지족,16.675,4.9948
1월,월요일,20-21시,탄방,28.875,7.6867
1월,월요일,20-21시,판암,24.6625,9.8327
1월,월요일,20-21시,현충원,10.2,3.4715
1월,월요일,21-22시,갈마,20.25,7.035
1월,월요일,21-22시,갑천,5.7,3.1214
1월,월요일,21-22시,구암,15.8625,6.1015
1월,월요일,21-22시,노은,33.875,3.5455
1월,월요일,21-22시,대동,24.425,13.3244
1월,월요일,21-22시,대전,58.075,20.6102
1월,월요일,21-22시,반석,55.525,12.9101
1월,월요일,21-22시,서대전네거리,36.8875,11.7616
1월,월요일,21-22시,시청,63.1625,37.5864
1월,월요일,21-22시,신흥,11.175,8.0228
1월,월요일,21-22시,오룡,20.55,10.6547
1월,월요일,21-22시,용문,47.7,14.3677
1월,월요일,21-22시,월드컵경기장,16.7875,7.2058
1월,월요일,21-22시,월평,25.7875,9.6937
1월,월요일,21-22시,유성온천,70.775,12.7075
1월,월요일,21-22시,정부청사,39.6375,17.5468
1월,월요일,21-22시,중구청,13.6875,4.9545
1월,월요일,21-22시,중앙로,46.7625,28.0339
1월,월요일,21-22시,지족,15.15,4.4104
1월,월요일,21-22시,탄방,25.825,7.1978
1월,월요일,21-22시,판암,21.05,12.9054
1월,월요일,21-22시,현충원,9.2875,3.0225
1월,월요일,22-23시,갈마,16.375,8.8756
1월,월요일,22-23시,갑천,4.525,2.4218
1월,월요일,22-23시,구암,10.7625,4.1047
1월,월요일,22-23시,노은,30.7125,4.3623
1월,월요일,22-23시,대동,19.3875,11.7509
1월,월요일,22-23시,대전,38.9625,21.2059
1월,월요일,22-23시,반석,54.6125,16.9283
1월,월요일,22-23시,서대전네거리,31.5125,15.2079
1월,월요일,22-23시,시청,61.6875,42.941
1월,월요일,22-23시,신흥,9.3125,7.008
1월,월요일,22-23시,오룡,16.8875,9.6696
1월,월요일,22-23시,용문,28.6375,8.5029
1월,월요일,22-23시,월드컵경기장,13.1,8.1017
1월,월요일,22-23시,월평,19.325,6.273
1월,월요일,22-23시,유성온천,57.7625,16.7987
1월,월요일,22-23시,정부청사,27.4625,9.6204
1월,월요일,22-23시,중구청,10.3125,2.3412
1월,월요일,22-23시,중앙로,27.8375,15.8719
1월,월요일,22-23시,지족,12.775,4.6324
1월,월요일,22-23시,탄방,21.7375,8.8871
1월,월요일,22-23시,판암,18.625,12.294
1월,월요일,22-23시,현충원,7.25,5.0698
1월,월요일,23-00시,갈마,11.3875,6.0713
1월,월요일,23-00시,갑천,2.5375,1.3763
1월,월요일,23-00시,구암,5.925,3.4308
1월,월요일,23-00시,노은,14.65,3.5339
1월,월요일,23-00시,대동,13.15,10.1087
1월,월요일,23-00시,대전,17.3625,9.1708
1월,월요일,23-00시,반석,25.325,7.152
1월,월요일,23-00시,서대전네거리,17.5875,5.9803
1월,월요일,23-00시,시청,25.2625,12.4771
1월,월요일,23-00시,신흥,5.125,4.4944
1월,월요일,23-00시,오룡,11.85,6.4569
1월,월요일,23-00시,용문,22.5625,7.6249
1월,월요일,23-00시,월드컵경기장,6.65,4.4792
1월,월요일,23-00시,월평,11.7625,5.9788
1월,월요일,23-00시,유성온천,34.2125,9.7894
1월,월요일,23-00시,정부청사,10.375,2.2683
1월,월요일,23-00시,중구청,4.9,2.589
1월,월요일,23-00시,중앙로,17.5875,11.4315
1월,월요일,23-00시,지족,6.725,3.1775
1월,월요일,23-00시,탄방,9.9375,2.8913
1월,월요일,23-00시,판암,6.675,5.3954
1월,월요일,23-00시,현충원,3.1625,2.6843
1월,일요일,05-06시,갈마,5.025,2.2908
1월,일요일,05-06시,갑천,1.4375,0.607
1월,일요일,05-06시,구암,2.05,1.3038
1월,일요일,05-06시,노은,2.675,0.9677
1월,일요일,05-06시,대동,5.8625,2.9765
1월,일요일,05-06시,대전,7.0625,4.9121
1월,일요일,05-06시,반석,5.675,2.3831
1월,일요일,05-06시,서대전네거리,6.15,2.2463
1월,일요일,05-06시,시청,4.725,1.7998
1월,일요일,05-06시,신흥,2.575,1.9718
1월,일요일,05-06시,오룡,3.775,2.1927
1월,일요일,05-06시,용문,6.05,3.1126
1월,일요일,05-06시,월드컵경기장,1.825,0.8924
1월,일요일,05-06시,월평,3.9625,2.4756
1월,일요일,05-06시,유성온천,10.8125,2.2332
1월,일요일,05-06시,정부청사,4.1125,0.6446
1월,일요일,05-06시,중구청,2.2375,1.0056
1월,일요일,05-06시,중앙로,4.0375,0.9303
1월,일요일,05-06시,지족,1.7375,1.0211
1월,일요일,05-06시,탄방,4.225,0.812
1월,일요일,05-06시,판암,4.85,3.0543
1월,일요일,05-06시,현충원,0.8125,0.8442
1월,일요일,06-07시,갈마,6.3,4.2292
1월,일요일,06-07시,갑천,2.15,0.4375
1월,일요일,06-07시,구암,5.2,1.3416
1월,일요일,06-07시,노은,5.4,2.0764
1월,일요일,06-07시,대동,8.35,3.699
1월,일요일,06-07시,대전,21.7125,9.5943
1월,일요일,06-07시,반석,13.1375,3.6288
1월,일요일,06-07시,서대전네거리,10.325,2.9591
1월,일요일,06-07시,시청,9.1375,1.4696
1월,일요일,06-07시,신흥,4.1125,2.1047
1월,일요일,06-07시,오룡,7.2875,1.7241
1월,일요일,06-07시,용문,10.7875,2.1563
1월,일요일,06-07시,월드컵경기장,4.25,1.1489
1월,일요일,06-07시,월평,5.35,3.1062
1월,일요일,06-07시,유성온천,20.0125,1.8373
1월,일요일,06-07시,정부청사,7.6,2.9962
1월,일요일,06-07시,중구청,3.725,1.2163
1월,일요일,06-07시,중앙로,4.7375,1.1451
1월,일요일,06-07시,지족,4.9625,1.8228
1월,일요일,06-07시,탄방,9.0875,1.9134
1월,일요일,06-07시,판암,9.3125,4.5057
1월,일요일,06-07시,현충원,2.75,1.1136
1월,일요일,07-08시,갈마,7.5,3.9305
1월,일요일,07-08시,갑천,3.6,1.6587
1월,일요일,07-08시,구암,8.9125,2.2152
1월,일요일,07-08시,노은,7.2875,2.9338
1월,일요일,07-08시,대동,9.925,3.2381
1월,일요일,07-08시,대전,38.65,15.2193
1월,일요일,07-08시,반석,18.95,6.528
1월,일요일,07-08시,서대전네거리,13.7625,1.7079
1월,일요일,07-08시,시청,11.1625,2.5207
1월,일요일,07-08시,신흥,5.3375,2.5422
1월,일요일,07-08시,오룡,10.2375,3.3291
1월,일요일,07-08시,용문,17.775,2.7634
1월,일요일,07-08시,월드컵경기장,7.6125,3.1953
1월,일요일,07-08시,월평,8.825,4.9678
1월,일요일,07-08시,유성온천,25.375,5.5882
1월,일요일,07-08시,정부청사,10.875,2.5297
1월,일요일,07-08시,중구청,5.65,2.3238
1월,일요일,07-08시,중앙로,8.8625,3.3359
1월,일요일,07-08시,지족,5.825,2.4714
1월,일요일,07-08시,탄방,10.2375,3.135
1월,일요일,07-08시,판암,12.0125,5.0719
1월,일요일,07-08시,현충원,4.725,1.1732
1월,일요일,08-09시,갈마,14.3625,7.5534
1월,일요일,08-09시,갑천,6.45,3.1081
1월,일요일,08-09시,구암,14.9125,4.1447
1월,일요일,08-09시,노은,16.4625,5.2378
1월,일요일,08-09시,대동,22.875,9.0768
1월,일요일,08-09시,대전,71.5125,22.1103
1월,일요일,08-09시,반석,28.65,12.6031
1월,일요일,08-09시,서대전네거리,25.2,3.0435
1월,일요일,08-09시,시청,23.25,4.0546
1월,일요일,08-09시,신흥,10.45,5.7825
1월,일요일,08-09시,오룡,19.8875,6.4492
1월,일요일,08-09시,용문,47.675,27.0536
1월,일요일,08-09시,월드컵경기장,11.7875,3.5583
1월,일요일,08-09시,월평,17.6375,7.3739
1월,일요일,08-09시,유성온천,48.25,6.9837
1월,일요일,08-09시,정부청사,23.4625,6.2163
1월,일요일,08-09시,중구청,6.8625,1.3897
1월,일요일,08-09시,중앙로,22.4,8.5822
1월,일요일,08-09시,지족,9.75,1.8252
1월,일요일,08-09시,탄방,17.65,2.3899
1월,일요일,08-09시,판암,26.9625,13.062
1월,일요일,08-09시,현충원,11.7375,4.5052
1월,일요일,09-10시,갈마,19.4625,10.5895
1월,일요일,09-10시,갑천,7.3125,2.4614
1월,일요일,09-10시,구암,24.6,10.4486
1월,일요일,09-10시,노은,24.875,6.3329
1월,일요일,09-10시,대동,23.3875,12.3427
1월,일요일,09-10시,대전,91.2625,21.8537
1월,일요일,09-10시,반석,44.8125,17.8111
1월,일요일,09-10시,서대전네거리,27.6125,5.0428
1월,일요일,09-10시,시청,32.025,6.9594
1월,일요일,09-10시,신흥,11.6,5.752
1월,일요일,09-10시,오룡,22.4875,3.5731
1월,일요일,09-10시,용문,48.775,15.0588
1월,일요일,09-10시,월드컵경기장,17.75,4.8246
1월,일요일,09-10시,월평,21.625,10.0375
1월,일요일,09-10시,유성온천,57.95,6.75
1월,일요일,09-10시,정부청사,29.7,6.8185
1월,일요일,09-10시,중구청,9.725,1.3813
1월,일요일,09-10시,중앙로,35.55,14.8465
1월,일요일,09-10시,지족,12.5375,3.9093
1월,일요일,09-10시,탄방,24.1375,4.2078
1월,일요일,09-10시,판암,29.4125,13.1256
1월,일요일,09-10시,현충원,14.8,2.967
1월,일요일,10-11시,갈마,27.3,8.3998
1월,일요일,10-11시,갑천,9.175,2.42
1월,일요일,10-11시,구암,31.2375,20.2561
1월,일요일,10-11시,노은,24.5375,4.2366
1월,일요일,10-11시,대동,28.0375,11.2304
1월,일요일,10-11시,대전,119.1625,20.2652
1월,일요일,10-11시,반석,44.1875,15.8376
1월,일요일,10-11시,서대전네거리,38.6,10.322
1월,일요일,10-11시,시청,35.425,3.8295
1월,일요일,10-11시,신흥,14.875,7.925
1월,일요일,10-11시,오룡,29.8375,4.0075
1월,일요일,10-11시,용문,78.85,25.704
1월,일요일,10-11시,월드컵경기장,20.725,3.6632
1월,일요일,10-11시,월평,26.7125,9.7551
1월,일요일,10-11시,유성온천,73.4875,13.6229
1월,일요일,10-11시,정부청사,36.1125,9.8017
1월,일요일,10-11시,중구청,9.425,1.5746
1월,일요일,10-11시,중앙로,50.4125,23.1193
1월,일요일,10-11시,지족,14.2,4.2962
1월,일요일,10-11시,탄방,32.5,5.1492
1월,일요일,10-11시,판암,32.9875,11.4738
1월,일요일,10-11시,현충원,18.9375,4.6751
1월,일요일,11-12시,갈마,25.6375,8.8193
1월,일요일,11-12시,갑천,7.225,1.6935
1월,일요일,11-12시,구암,39.4125,24.2948
1월,일요일,11-12시,노은,29.8125,4.6575
1월,일요일,11-12시,대동,26.5625,12.1304
1월,일요일,11-12시,대전,140.5125,23.7572
1월,일요일,11-12시,반석,48.75,17.6251
1월,일요일,11-12시,서대전네거리,35.1,5.7985
1월,일요일,11-12시,시청,38.15,7.6246
1월,일요일,11-12시,신흥,13.9625,4.926
1월,일요일,11-12시,오룡,26.8125,9.4561
1월,일요일,11-12시,용문,82.575,23.0407
1월,일요일,11-12시,월드컵경기장,16.85,4.7323
1월,일요일,11-12시,월평,30.75,9.5162
1월,일요일,11-12시,유성온천,77.05,14.7796
1월,일요일,11-12시,정부청사,36.4625,9.8523
1월,일요일,11-12시,중구청,15.0,3.1915
1월,일요일,11-12시,중앙로,76.8125,48.0689
1월,일요일,11-12시,지족,11.875,3.4891
1월,일요일,11-12시,탄방,26.3875,4.945
1월,일요일,11-12시,판암,31.8125,9.9522
1월,일요일,11-12시,현충원,19.6,3.7883
1월,일요일,12-13시,갈마,28.2125,4.0105
1월,일요일,12-13시,갑천,9.825,3.4846
1월,일요일,12-13시,구암,35.0625,20.9293
1월,일요일,12-13시,노은,34.4875,4.6514
1월,일요일,12-13시,대동,27.8875,11.7577
1월,일요일,12-13시,대전,135.475,16.8799
1월,일요일,12-13시,반석,48.85,12.1367
1월,일요일,12-13시,서대전네거리,39.075,8.4334
1월,일요일,12-13시,시청,54.025,9.9068
1월,일요일,12-13시,신흥,14.2875,4.2269
1월,일요일,12-13시,오룡,32.7875,15.0607
1월,일요일,12-13시,용문,68.1375,15.9996
1월,일요일,12-13시,월드컵경기장,18.4125,4.299
1월,일요일,12-13시,월평,30.7625,5.0909
1월,일요일,12-13시,유성온천,89.925,9.0967
1월,일요일,12-13시,정부청사,42.175,8.5503
1월,일요일,12-13시,중구청,14.4375,3.3619
1월,일요일,12-13시,중앙로,94.9125,49.5218
1월,일요일,12-13시,지족,14.9625,5.0031
1월,일요일,12-13시,탄방,33.775,6.0766
1월,일요일,12-13시,판암,30.975,8.5336
1월,일요일,12-13시,현충원,18.4875,7.4924
1월,일요일,13-14시,갈마,31.375,6.5885
1월,일요일,13-14시,갑천,9.125,2.3505
1월,일요일,13-14시,구암,37.2625,21.3651
1월,일요일,13-14시,노은,36.6625,4.6337
1월,일요일,13-14시,대동,26.1,6.5194
1월,일요일,13-14시,대전,145.45,20.0256
1월,일요일,13-14시,반석,54.25,12.3081
1월,일요일,13-14시,서대전네거리,46.4875,5.8721
1월,일요일,13-14시,시청,55.05,5.7513
1월,일요일,13-14시,신흥,16.3125,5.0107
1월,일요일,13-14시,오룡,29.2875,5.2824
1월,일요일,13-14시,용문,77.1125,26.777
1월,일요일,13-14시,월드컵경기장,20.4,6.4189
1월,일요일,13-14시,월평,36.025,5.6502
1월,일요일,13-14시,유성온천,90.875,11.0893
1월,일요일,13-14시,정부청사,45.1625,5.0145
1월,일요일,13-14시,중구청,18.1375,3.119
1월,일요일,13-14시,중앙로,101.0125,42.4923
1월,일요일,13-14시,지족,15.675,3.685
1월,일요일,13-14시,탄방,33.5125,3.3331
1월,일요일,13-14시,판암,33.65,7.068
1월,일요일,13-14시,현충원,19.95,8.7247
1월,일요일,14-15시,갈마,31.9,3.1596
1월,일요일,14-15시,갑천,9.9125,2.3204
1월,일요일,14-15시,구암,41.825,24.0813
1월,일요일,14-15시,노은,37.5,2.4629
1월,일요일,14-15시,대동,30.375,3.68
1월,일요일,14-15시,대전,153.675,16.3688
1월,일요일,14-15시,반석,58.85,8.1635
1월,일요일,14-15시,서대전네거리,45.675,4.7722
1월,일요일,14-15시,시청,50.9,6.4114
1월,일요일,14-15시,신흥,14.9625,2.0452
1월,일요일,14-15시,오룡,27.275,4.6699
1월,일요일,14-15시,용문,83.1,23.6232
1월,일요일,14-15시,월드컵경기장,21.75,5.9912
1월,일요일,14-15시,월평,36.4,4.747
1월,일요일,14-15시,유성온천,102.0625,9.7326
1월,일요일,14-15시,정부청사,46.7875,10.4982
1월,일요일,14-15시,중구청,16.625,3.9536
1월,일요일,14-15시,중앙로,112.7,32.6286
1월,일요일,14-15시,지족,15.7375,2.4237
1월,일요일,14-15시,탄방,35.6,6.9775
1월,일요일,14-15시,판암,38.8125,3.0178
1월,일요일,14-15시,현충원,19.1,7.7127
1월,일요일,15-16시,갈마,33.3125,6.5741
1월,일요일,15-16시,갑천,9.6375,2.0438
1월,일요일,15-16시,구암,40.3,19.9831
1월,일요일,15-16시,노은,38.575,7.1111
1월,일요일,15-16시,대동,27.2875,3.3271
1월,일요일,15-16시,대전,176.6625,39.0702
1월,일요일,15-16시,반석,57.375,4.9968
1월,일요일,15-16시,서대전네거리,45.0,5.8975
1월,일요일,15-16시,시청,59.7375,5.4103
1월,일요일,15-16시,신흥,16.2625,3.1232
1월,일요일,15-16시,오룡,31.3,4.5371
1월,일요일,15-16시,용문,80.975,7.3692
1월,일요일,15-16시,월드컵경기장,22.2875,4.7221
1월,일요일,15-16시,월평,38.6375,5.6265
1월,일요일,15-16시,유성온천,101.2625,3.7063
1월,일요일,15-16시,정부청사,49.1625,7.0456
1월,일요일,15-16시,중구청,19.3,4.2531
1월,일요일,15-16시,중앙로,114.15,20.352
1월,일요일,15-16시,지족,15.9625,2.0452
1월,일요일,15-16시,탄방,36.4125,5.1811
1월,일요일,15-16시,판암,35.6,5.5992
1월,일요일,15-16시,현충원,19.85,6.7242
1월,일요일,16-17시,갈마,30.275,5.7206
1월,일요일,16-17시,갑천,9.1375,1.4202
1월,일요일,16-17시,구암,35.4,11.5249
1월,일요일,16-17시,노은,42.625,8.0082
1월,일요일,16-17시,대동,30.8125,2.7828
1월,일요일,16-17시,대전,164.975,37.5743
1월,일요일,16-17시,반석,61.925,9.6243
1월,일요일,16-17시,서대전네거리,50.1375,10.0988
1월,일요일,16-17시,시청,64.1125,6.3411
1월,일요일,16-17시,신흥,16.65,4.5482
1월,일요일,16-17시,오룡,30.875,4.672
1월,일요일,16-17시,용문,73.1,7.8941
1월,일요일,16-17시,월드컵경기장,22.4,3.5929
1월,일요일,16-17시,월평,34.575,5.1416
1월,일요일,16-17시,유성온천,110.25,11.9442
1월,일요일,16-17시,정부청사,52.9875,5.5313
1월,일요일,16-17시,중구청,17.9625,2.7851
