월,요일,시간대,역명,mean,std
4월,금요일,19-20시,현충원,23.5125,5.267
4월,금요일,20-21시,갈마,31.4625,10.3931
4월,금요일,20-21시,갑천,10.2125,2.4234
4월,금요일,20-21시,구암,28.1375,3.5565
4월,금요일,20-21시,노은,46.15,3.929
4월,금요일,20-21시,대동,32.5375,6.7314
4월,금요일,20-21시,대전,134.1875,15.4771
4월,금요일,20-21시,반석,71.9375,10.6542
4월,금요일,20-21시,서대전네거리,54.8875,10.0415
4월,금요일,20-21시,시청,83.825,24.9281
4월,금요일,20-21시,신흥,17.3,9.7296
4월,금요일,20-21시,오룡,32.0375,7.6997
4월,금요일,20-21시,용문,69.6625,10.6155
4월,금요일,20-21시,월드컵경기장,21.7125,3.7479
4월,금요일,20-21시,월평,40.6125,4.3006
4월,금요일,20-21시,유성온천,105.4125,10.657
4월,금요일,20-21시,정부청사,54.3875,14.3578
4월,금요일,20-21시,중구청,15.8875,1.991
4월,금요일,20-21시,중앙로,75.2375,25.2752
4월,금요일,20-21시,지족,17.3875,4.6511
4월,금요일,20-21시,탄방,35.625,2.766
4월,금요일,20-21시,판암,31.6625,10.176
4월,금요일,20-21시,현충원,17.375,3.5924
4월,금요일,21-22시,갈마,30.5875,11.5495
4월,금요일,21-22시,갑천,8.075,2.5019
4월,금요일,21-22시,구암,21.6375,5.9069
4월,금요일,21-22시,노은,42.2125,3.8528
4월,금요일,21-22시,대동,34.025,11.4532
4월,금요일,21-22시,대전,112.85,38.1373
4월,금요일,21-22시,반석,66.6,17.7146
4월,금요일,21-22시,서대전네거리,49.3,9.5385
4월,금요일,21-22시,시청,76.7625,27.4714
4월,금요일,21-22시,신흥,18.0125,13.0156
4월,금요일,21-22시,오룡,28.325,6.3482
4월,금요일,21-22시,용문,60.4125,9.054
4월,금요일,21-22시,월드컵경기장,21.4875,4.8842
4월,금요일,21-22시,월평,36.625,11.4175
4월,금요일,21-22시,유성온천,95.1375,11.0329
4월,금요일,21-22시,정부청사,46.5125,7.2237
4월,금요일,21-22시,중구청,15.5375,1.9316
4월,금요일,21-22시,중앙로,71.55,44.0186
4월,금요일,21-22시,지족,17.2625,4.9702
4월,금요일,21-22시,탄방,35.3625,4.1775
4월,금요일,21-22시,판암,31.0125,15.7304
4월,금요일,21-22시,현충원,17.15,2.9374
4월,금요일,22-23시,갈마,26.6125,15.7556
4월,금요일,22-23시,갑천,7.0375,3.2807
4월,금요일,22-23시,구암,16.1,6.256
4월,금요일,22-23시,노은,39.8875,7.0363
4월,금요일,22-23시,대동,30.85,14.6663
4월,금요일,22-23시,대전,77.95,34.1841
4월,금요일,22-23시,반석,71.3625,27.7956
4월,금요일,22-23시,서대전네거리,45.5375,10.5052
4월,금요일,22-23시,시청,77.1875,35.3545
4월,금요일,22-23시,신흥,17.3375,12.8349
4월,금요일,22-23시,오룡,24.2875,9.8592
4월,금요일,22-23시,용문,49.3375,15.9342
4월,금요일,22-23시,월드컵경기장,16.7125,7.7507
4월,금요일,22-23시,월평,32.375,13.7232
4월,금요일,22-23시,유성온천,93.05,34.3121
4월,금요일,22-23시,정부청사,37.2875,6.5466
4월,금요일,22-23시,중구청,17.9625,8.9859
4월,금요일,22-23시,중앙로,81.5375,69.3427
4월,금요일,22-23시,지족,15.8875,9.02
4월,금요일,22-23시,탄방,38.1875,8.3149
4월,금요일,22-23시,판암,30.05,21.4419
4월,금요일,22-23시,현충원,14.2625,6.6704
4월,금요일,23-00시,갈마,16.1,9.0032
4월,금요일,23-00시,갑천,3.4875,2.2756
4월,금요일,23-00시,구암,8.1625,5.6196
4월,금요일,23-00시,노은,23.45,7.5849
4월,금요일,23-00시,대동,19.825,9.3869
4월,금요일,23-00시,대전,34.7125,20.8324
4월,금요일,23-00시,반석,34.8,11.9236
4월,금요일,23-00시,서대전네거리,24.475,5.9307
4월,금요일,23-00시,시청,39.85,16.387
4월,금요일,23-00시,신흥,9.5,7.3327
4월,금요일,23-00시,오룡,14.7375,8.6971
4월,금요일,23-00시,용문,32.0625,7.6893
4월,금요일,23-00시,월드컵경기장,10.3875,8.1756
4월,금요일,23-00시,월평,17.7125,9.7254
4월,금요일,23-00시,유성온천,53.775,9.6263
4월,금요일,23-00시,정부청사,17.2,2.5049
4월,금요일,23-00시,중구청,7.55,2.7245
4월,금요일,23-00시,중앙로,29.425,16.2249
4월,금요일,23-00시,지족,7.4625,3.5912
4월,금요일,23-00시,탄방,15.675,4.3107
4월,금요일,23-00시,판암,12.525,7.2799
4월,금요일,23-00시,현충원,5.125,4.3947
4월,목요일,05-06시,갈마,9.3125,4.7194
4월,목요일,05-06시,갑천,2.175,0.8697
4월,목요일,05-06시,구암,5.125,2.9119
4월,목요일,05-06시,노은,5.1125,2.4228
4월,목요일,05-06시,대동,11.1375,7.3849
4월,목요일,05-06시,대전,15.7875,11.4776
4월,목요일,05-06시,반석,11.3125,4.1701
4월,목요일,05-06시,서대전네거리,15.775,7.9726
4월,목요일,05-06시,시청,10.2125,2.9546
4월,목요일,05-06시,신흥,7.875,6.7133
4월,목요일,05-06시,오룡,9.725,6.2864
4월,목요일,05-06시,용문,14.35,10.7365
4월,목요일,05-06시,월드컵경기장,3.5875,1.4367
4월,목요일,05-06시,월평,8.625,5.988
4월,목요일,05-06시,유성온천,18.3875,2.6963
4월,목요일,05-06시,정부청사,12.95,5.2939
4월,목요일,05-06시,중구청,4.525,0.5625
4월,목요일,05-06시,중앙로,5.35,1.0569
4월,목요일,05-06시,지족,4.3,1.8921
4월,목요일,05-06시,탄방,8.375,1.2303
4월,목요일,05-06시,판암,11.15,9.9981
4월,목요일,05-06시,현충원,1.6625,1.0042
4월,목요일,06-07시,갈마,18.1,9.8518
4월,목요일,06-07시,갑천,6.825,2.0852
4월,목요일,06-07시,구암,14.85,4.1009
4월,목요일,06-07시,노은,15.1375,6.2721
4월,목요일,06-07시,대동,19.075,11.029
4월,목요일,06-07시,대전,50.35,27.5727
4월,목요일,06-07시,반석,41.1375,4.7614
4월,목요일,06-07시,서대전네거리,26.075,11.243
4월,목요일,06-07시,시청,28.725,9.0495
4월,목요일,06-07시,신흥,12.9,8.0911
4월,목요일,06-07시,오룡,19.575,7.2071
4월,목요일,06-07시,용문,31.825,16.4664
4월,목요일,06-07시,월드컵경기장,14.5,4.1976
4월,목요일,06-07시,월평,16.3375,10.7329
4월,목요일,06-07시,유성온천,39.3,12.2257
4월,목요일,06-07시,정부청사,29.125,12.6123
4월,목요일,06-07시,중구청,11.0,2.0887
4월,목요일,06-07시,중앙로,11.575,1.4479
4월,목요일,06-07시,지족,10.7,4.0617
4월,목요일,06-07시,탄방,23.375,2.3879
4월,목요일,06-07시,판암,25.6125,14.1871
4월,목요일,06-07시,현충원,7.775,1.8507
4월,목요일,07-08시,갈마,41.775,24.4819
4월,목요일,07-08시,갑천,16.1375,6.4274
4월,목요일,07-08시,구암,41.9,9.4408
4월,목요일,07-08시,노은,57.975,15.3703
4월,목요일,07-08시,대동,74.875,20.3022
4월,목요일,07-08시,대전,134.7875,37.4811
4월,목요일,07-08시,반석,146.1,58.5521
4월,목요일,07-08시,서대전네거리,83.425,31.5957
4월,목요일,07-08시,시청,90.2875,35.7475
4월,목요일,07-08시,신흥,49.7125,41.2115
4월,목요일,07-08시,오룡,64.5875,26.1907
4월,목요일,07-08시,용문,87.8875,38.8118
4월,목요일,07-08시,월드컵경기장,46.925,10.26
4월,목요일,07-08시,월평,42.7,17.2534
4월,목요일,07-08시,유성온천,118.55,41.8134
4월,목요일,07-08시,정부청사,89.05,40.8389
4월,목요일,07-08시,중구청,39.2375,6.9644
4월,목요일,07-08시,중앙로,36.2875,2.5284
4월,목요일,07-08시,지족,32.6625,5.485
4월,목요일,07-08시,탄방,61.0625,4.691
4월,목요일,07-08시,판암,72.0,40.8142
4월,목요일,07-08시,현충원,28.8,2.1521
4월,목요일,08-09시,갈마,72.3,42.4259
4월,목요일,08-09시,갑천,36.8125,11.5571
4월,목요일,08-09시,구암,73.55,19.6627
4월,목요일,08-09시,노은,92.9,20.6747
4월,목요일,08-09시,대동,119.85,21.3902
4월,목요일,08-09시,대전,181.7375,50.0365
4월,목요일,08-09시,반석,207.0125,74.9633
4월,목요일,08-09시,서대전네거리,168.8,28.2529
4월,목요일,08-09시,시청,245.475,161.5714
4월,목요일,08-09시,신흥,64.0375,50.4289
4월,목요일,08-09시,오룡,156.3375,23.8889
4월,목요일,08-09시,용문,187.925,69.1468
4월,목요일,08-09시,월드컵경기장,80.6625,27.1986
4월,목요일,08-09시,월평,92.175,24.8178
4월,목요일,08-09시,유성온천,239.4875,51.0678
4월,목요일,08-09시,정부청사,299.8625,234.45
4월,목요일,08-09시,중구청,92.125,29.209
4월,목요일,08-09시,중앙로,109.075,45.5355
4월,목요일,08-09시,지족,86.2,37.7313
4월,목요일,08-09시,탄방,172.5,68.2026
4월,목요일,08-09시,판암,111.325,46.9651
4월,목요일,08-09시,현충원,58.2,5.4432
4월,목요일,09-10시,갈마,36.95,15.5553
4월,목요일,09-10시,갑천,14.825,6.1662
4월,목요일,09-10시,구암,41.15,10.1842
4월,목요일,09-10시,노은,52.95,4.8656
4월,목요일,09-10시,대동,56.825,5.5564
4월,목요일,09-10시,대전,137.375,18.7694
4월,목요일,09-10시,반석,92.9875,39.4224
4월,목요일,09-10시,서대전네거리,78.9625,5.3393
4월,목요일,09-10시,시청,105.15,48.8377
4월,목요일,09-10시,신흥,26.4,19.2789
4월,목요일,09-10시,오룡,57.5125,6.6437
4월,목요일,09-10시,용문,90.45,4.5919
4월,목요일,09-10시,월드컵경기장,30.8875,8.5459
4월,목요일,09-10시,월평,48.8625,5.0746
4월,목요일,09-10시,유성온천,122.0375,14.7449
4월,목요일,09-10시,정부청사,104.525,54.4755
4월,목요일,09-10시,중구청,37.775,10.372
4월,목요일,09-10시,중앙로,55.7625,27.6188
4월,목요일,09-10시,지족,30.425,3.9917
4월,목요일,09-10시,탄방,65.7625,17.8843
4월,목요일,09-10시,판암,50.65,26.147
4월,목요일,09-10시,현충원,46.8375,22.19
4월,목요일,10-11시,갈마,27.325,8.6959
4월,목요일,10-11시,갑천,9.75,1.5838
4월,목요일,10-11시,구암,37.475,15.6182
4월,목요일,10-11시,노은,39.3875,4.6741
4월,목요일,10-11시,대동,38.2,4.6109
4월,목요일,10-11시,대전,129.8,14.398
4월,목요일,10-11시,반석,61.0125,19.6432
4월,목요일,10-11시,서대전네거리,62.0125,4.7212
4월,목요일,10-11시,시청,68.6,13.1114
4월,목요일,10-11시,신흥,16.5375,7.0644
4월,목요일,10-11시,오룡,32.2375,6.0249
4월,목요일,10-11시,용문,70.1625,5.5188
4월,목요일,10-11시,월드컵경기장,25.95,6.6466
4월,목요일,10-11시,월평,35.35,2.514
4월,목요일,10-11시,유성온천,95.15,7.91
4월,목요일,10-11시,정부청사,62.225,13.4058
4월,목요일,10-11시,중구청,23.35,4.0451
4월,목요일,10-11시,중앙로,50.6375,21.7124
4월,목요일,10-11시,지족,21.1875,3.4123
4월,목요일,10-11시,탄방,45.075,3.552
4월,목요일,10-11시,판암,41.2,7.1182
4월,목요일,10-11시,현충원,24.125,2.3014
4월,목요일,11-12시,갈마,28.7125,4.8413
4월,목요일,11-12시,갑천,8.6,1.7055
4월,목요일,11-12시,구암,39.05,19.464
4월,목요일,11-12시,노은,40.0375,4.3782
4월,목요일,11-12시,대동,35.6625,4.9126
4월,목요일,11-12시,대전,138.9625,17.4018
4월,목요일,11-12시,반석,56.5375,9.4226
4월,목요일,11-12시,서대전네거리,65.825,10.8004
4월,목요일,11-12시,시청,72.7125,4.1153
4월,목요일,11-12시,신흥,17.15,3.512
4월,목요일,11-12시,오룡,35.1625,8.4514
4월,목요일,11-12시,용문,66.0,6.2583
4월,목요일,11-12시,월드컵경기장,23.0125,2.6096
4월,목요일,11-12시,월평,34.0125,4.4812
4월,목요일,11-12시,유성온천,94.8125,11.6658
4월,목요일,11-12시,정부청사,62.15,5.8807
4월,목요일,11-12시,중구청,24.4625,1.9011
4월,목요일,11-12시,중앙로,62.0125,23.4755
4월,목요일,11-12시,지족,19.15,3.2976
4월,목요일,11-12시,탄방,47.1125,6.7942
4월,목요일,11-12시,판암,38.575,5.1274
4월,목요일,11-12시,현충원,27.9375,2.4796
4월,목요일,12-13시,갈마,30.075,1.3134
4월,목요일,12-13시,갑천,10.8625,1.37
4월,목요일,12-13시,구암,37.7375,12.8423
4월,목요일,12-13시,노은,42.7,4.6586
4월,목요일,12-13시,대동,47.3375,4.3329
4월,목요일,12-13시,대전,131.375,6.565
4월,목요일,12-13시,반석,65.05,3.9738
4월,목요일,12-13시,서대전네거리,65.1,7.3911
4월,목요일,12-13시,시청,69.4625,5.2541
4월,목요일,12-13시,신흥,21.55,4.202
4월,목요일,12-13시,오룡,39.3625,8.2985
4월,목요일,12-13시,용문,79.4,10.7901
4월,목요일,12-13시,월드컵경기장,26.25,6.157
4월,목요일,12-13시,월평,39.05,3.2785
4월,목요일,12-13시,유성온천,100.45,6.1517
4월,목요일,12-13시,정부청사,62.575,6.4644
4월,목요일,12-13시,중구청,28.5875,2.9088
4월,목요일,12-13시,중앙로,72.325,13.3154
4월,목요일,12-13시,지족,20.05,3.8726
4월,목요일,12-13시,탄방,44.525,2.2167
4월,목요일,12-13시,판암,46.3625,8.9135
4월,목요일,12-13시,현충원,34.8875,6.0605
4월,목요일,13-14시,갈마,31.8125,2.2145
4월,목요일,13-14시,갑천,10.8875,1.4096
4월,목요일,13-14시,구암,41.3375,15.1261
4월,목요일,13-14시,노은,46.3375,5.3222
4월,목요일,13-14시,대동,46.075,9.0788
4월,목요일,13-14시,대전,131.0125,7.7918
4월,목요일,13-14시,반석,67.8375,4.561
4월,목요일,13-14시,서대전네거리,71.8625,6.3541
4월,목요일,13-14시,시청,84.05,12.464
4월,목요일,13-14시,신흥,20.4375,2.8968
4월,목요일,13-14시,오룡,38.95,5.6331
4월,목요일,13-14시,용문,80.2125,11.4248
4월,목요일,13-14시,월드컵경기장,27.0125,4.8224
4월,목요일,13-14시,월평,42.975,2.8424
4월,목요일,13-14시,유성온천,108.5375,3.619
4월,목요일,13-14시,정부청사,67.9625,8.8587
4월,목요일,13-14시,중구청,28.7125,2.6454
4월,목요일,13-14시,중앙로,77.85,8.3476
4월,목요일,13-14시,지족,21.0875,3.5591
4월,목요일,13-14시,탄방,50.825,7.5821
4월,목요일,13-14시,판암,45.3875,6.369
4월,목요일,13-14시,현충원,36.9875,5.7734
4월,목요일,14-15시,갈마,29.6375,2.9252
4월,목요일,14-15시,갑천,11.0875,5.0462
4월,목요일,14-15시,구암,37.825,14.7026
4월,목요일,14-15시,노은,46.1375,8.3397
4월,목요일,14-15시,대동,43.6375,5.9141
4월,목요일,14-15시,대전,147.4,6.5957
4월,목요일,14-15시,반석,63.5375,5.0435
4월,목요일,14-15시,서대전네거리,67.1125,5.4588
4월,목요일,14-15시,시청,83.225,3.764
4월,목요일,14-15시,신흥,18.75,2.3934
4월,목요일,14-15시,오룡,35.9875,2.5726
4월,목요일,14-15시,용문,74.475,6.1933
4월,목요일,14-15시,월드컵경기장,24.45,2.9433
4월,목요일,14-15시,월평,40.5,3.9493
4월,목요일,14-15시,유성온천,109.2375,5.4884
4월,목요일,14-15시,정부청사,68.55,3.6828
4월,목요일,14-15시,중구청,25.3,2.1327
4월,목요일,14-15시,중앙로,72.4375,8.4915
4월,목요일,14-15시,지족,19.975,5.059
4월,목요일,14-15시,탄방,46.6875,2.557
4월,목요일,14-15시,판암,42.925,2.9596
4월,목요일,14-15시,현충원,26.525,11.5339
4월,목요일,15-16시,갈마,36.6625,2.5567
4월,목요일,15-16시,갑천,11.5625,2.2437
4월,목요일,15-16시,구암,45.525,12.0178
4월,목요일,15-16시,노은,57.225,8.5867
4월,목요일,15-16시,대동,54.7125,6.9735
4월,목요일,15-16시,대전,162.95,13.9307
4월,목요일,15-16시,반석,78.8375,8.8973
4월,목요일,15-16시,서대전네거리,73.7375,2.6235
4월,목요일,15-16시,시청,91.025,12.4668
4월,목요일,15-16시,신흥,21.225,9.4246
4월,목요일,15-16시,오룡,44.4875,6.0046
4월,목요일,15-16시,용문,80.7375,10.017
4월,목요일,15-16시,월드컵경기장,32.2,3.1951
4월,목요일,15-16시,월평,50.1,5.8469
4월,목요일,15-16시,유성온천,118.725,8.2833
4월,목요일,15-16시,정부청사,86.025,22.0563
4월,목요일,15-16시,중구청,30.5875,4.4764
4월,목요일,15-16시,중앙로,83.0375,7.8673
4월,목요일,15-16시,지족,26.9125,5.0292
4월,목요일,15-16시,탄방,57.125,5.276
4월,목요일,15-16시,판암,52.3375,8.254
4월,목요일,15-16시,현충원,30.3625,15.7414
4월,목요일,16-17시,갈마,41.4,9.6358
4월,목요일,16-17시,갑천,13.55,3.5084
4월,목요일,16-17시,구암,47.5125,8.8124
4월,목요일,16-17시,노은,74.1,11.0632
4월,목요일,16-17시,대동,84.4625,26.9422
4월,목요일,16-17시,대전,181.45,9.1711
4월,목요일,16-17시,반석,106.8625,16.5139
4월,목요일,16-17시,서대전네거리,98.2875,8.5941
4월,목요일,16-17시,시청,123.2,12.5118
4월,목요일,16-17시,신흥,30.1,12.2948
4월,목요일,16-17시,오룡,63.075,10.4381
4월,목요일,16-17시,용문,103.5375,5.6823
4월,목요일,16-17시,월드컵경기장,40.2375,4.3723
4월,목요일,16-17시,월평,54.475,2.1009
4월,목요일,16-17시,유성온천,156.225,25.4661
4월,목요일,16-17시,정부청사,99.3875,28.291
4월,목요일,16-17시,중구청,42.1625,14.9404
4월,목요일,16-17시,중앙로,94.775,10.2856
4월,목요일,16-17시,지족,31.275,5.0045
4월,목요일,16-17시,탄방,64.6375,3.8381
4월,목요일,16-17시,판암,65.2,7.5294
4월,목요일,16-17시,현충원,45.9375,26.6844
4월,목요일,17-18시,갈마,54.025,11.4169
4월,목요일,17-18시,갑천,18.65,2.3373
4월,목요일,17-18시,구암,54.5625,4.666
4월,목요일,17-18시,노은,81.8875,11.9946
4월,목요일,17-18시,대동,75.95,7.6523
4월,목요일,17-18시,대전,179.1375,20.9324
4월,목요일,17-18시,반석,153.0125,25.1787
4월,목요일,17-18시,서대전네거리,110.4375,12.1168
4월,목요일,17-18시,시청,153.5625,20.9746
4월,목요일,17-18시,신흥,35.3875,13.6737
4월,목요일,17-18시,오룡,68.3875,4.6799
4월,목요일,17-18시,용문,111.0625,17.8521
4월,목요일,17-18시,월드컵경기장,45.5875,3.8981
4월,목요일,17-18시,월평,62.1125,5.2482
4월,목요일,17-18시,유성온천,184.45,11.9371
4월,목요일,17-18시,정부청사,140.5875,55.7165
4월,목요일,17-18시,중구청,45.525,9.9005
4월,목요일,17-18시,중앙로,114.125,18.5763
4월,목요일,17-18시,지족,41.2125,7.098
4월,목요일,17-18시,탄방,88.9625,6.3453
4월,목요일,17-18시,판암,69.6,4.4843
4월,목요일,17-18시,현충원,49.6625,24.7285
4월,목요일,18-19시,갈마,69.4125,29.2714
4월,목요일,18-19시,갑천,27.55,7.0055
4월,목요일,18-19시,구암,67.875,9.7391
4월,목요일,18-19시,노은,112.6375,26.477
4월,목요일,18-19시,대동,103.9,8.7284
4월,목요일,18-19시,대전,190.95,23.8474
4월,목요일,18-19시,반석,210.075,41.8586
4월,목요일,18-19시,서대전네거리,156.6375,40.0367
4월,목요일,18-19시,시청,240.825,59.0515
4월,목요일,18-19시,신흥,54.2,32.0054
4월,목요일,18-19시,오룡,133.875,11.7235
4월,목요일,18-19시,용문,165.7125,70.9865
4월,목요일,18-19시,월드컵경기장,68.8875,10.5135
4월,목요일,18-19시,월평,93.425,13.1046
4월,목요일,18-19시,유성온천,251.8375,58.0175
4월,목요일,18-19시,정부청사,239.975,139.1968
4월,목요일,18-19시,중구청,69.325,9.7594
4월,목요일,18-19시,중앙로,158.6875,11.553
4월,목요일,18-19시,지족,70.1875,25.0552
4월,목요일,18-19시,탄방,151.7625,16.4324
4월,목요일,18-19시,판암,91.6375,27.7891
4월,목요일,18-19시,현충원,48.75,9.9028
4월,목요일,19-20시,갈마,35.15,14.2023
4월,목요일,19-20시,갑천,13.1,4.6226
4월,목요일,19-20시,구암,30.9125,2.7289
4월,목요일,19-20시,노은,58.6125,11.4986
4월,목요일,19-20시,대동,43.7875,5.9068
4월,목요일,19-20시,대전,117.6625,35.1474
4월,목요일,19-20시,반석,85.775,7.9862
4월,목요일,19-20시,서대전네거리,70.35,18.212
4월,목요일,19-20시,시청,92.3375,13.2537
4월,목요일,19-20시,신흥,25.975,16.9896
4월,목요일,19-20시,오룡,40.3875,7.5733
4월,목요일,19-20시,용문,79.0,27.3899
4월,목요일,19-20시,월드컵경기장,28.825,5.5301
4월,목요일,19-20시,월평,40.5,7.3958
4월,목요일,19-20시,유성온천,114.575,18.8708
4월,목요일,19-20시,정부청사,75.2,19.0859
4월,목요일,19-20시,중구청,23.1375,2.1293
4월,목요일,19-20시,중앙로,72.275,7.0757
4월,목요일,19-20시,지족,22.7875,2.065
4월,목요일,19-20시,탄방,51.275,9.0544
4월,목요일,19-20시,판암,36.7,17.3132
4월,목요일,19-20시,현충원,19.0875,3.5807
4월,목요일,20-21시,갈마,28.075,9.4866
4월,목요일,20-21시,갑천,8.8875,2.6573
4월,목요일,20-21시,구암,22.25,2.5026
4월,목요일,20-21시,노은,43.9875,2.5278
4월,목요일,20-21시,대동,32.0375,7.0928
4월,목요일,20-21시,대전,84.35,20.2762
4월,목요일,20-21시,반석,71.0,12.2111
4월,목요일,20-21시,서대전네거리,48.5125,10.0381
4월,목요일,20-21시,시청,79.8875,34.4699
4월,목요일,20-21시,신흥,16.875,11.6602
4월,목요일,20-21시,오룡,29.8125,8.5643
4월,목요일,20-21시,용문,60.45,10.4071
4월,목요일,20-21시,월드컵경기장,21.325,6.4442
4월,목요일,20-21시,월평,33.1375,8.8126
4월,목요일,20-21시,유성온천,90.725,7.4806
4월,목요일,20-21시,정부청사,57.9875,22.7502
4월,목요일,20-21시,중구청,18.5625,3.0312
4월,목요일,20-21시,중앙로,56.4125,22.5932
4월,목요일,20-21시,지족,18.825,2.3125
4월,목요일,20-21시,탄방,34.425,3.4915
4월,목요일,20-21시,판암,30.5,11.8034
4월,목요일,20-21시,현충원,16.125,1.5545
4월,목요일,21-22시,갈마,26.2125,10.7636
4월,목요일,21-22시,갑천,7.725,2.8227
4월,목요일,21-22시,구암,21.4125,5.7067
4월,목요일,21-22시,노은,44.15,4.0789
4월,목요일,21-22시,대동,39.8125,7.9688
4월,목요일,21-22시,대전,70.8,19.8851
4월,목요일,21-22시,반석,69.1375,15.0493
4월,목요일,21-22시,서대전네거리,46.425,14.4059
4월,목요일,21-22시,시청,74.1875,33.9222
4월,목요일,21-22시,신흥,19.575,14.7648
4월,목요일,21-22시,오룡,26.8625,10.1687
4월,목요일,21-22시,용문,60.8375,14.0864
4월,목요일,21-22시,월드컵경기장,21.5,5.6639
4월,목요일,21-22시,월평,33.3125,6.7856
4월,목요일,21-22시,유성온천,87.25,10.5294
4월,목요일,21-22시,정부청사,51.0,14.5762
4월,목요일,21-22시,중구청,18.1,2.878
4월,목요일,21-22시,중앙로,62.1375,42.4326
4월,목요일,21-22시,지족,17.8375,2.9471
4월,목요일,21-22시,탄방,36.725,8.4598
4월,목요일,21-22시,판암,30.4,17.2634
4월,목요일,21-22시,현충원,13.4,1.8883
4월,목요일,22-23시,갈마,20.1375,11.1983
4월,목요일,22-23시,갑천,5.3375,3.2889
4월,목요일,22-23시,구암,14.025,5.1516
4월,목요일,22-23시,노은,34.3625,5.1879
4월,목요일,22-23시,대동,28.7125,13.5227
4월,목요일,22-23시,대전,48.0625,24.786
4월,목요일,22-23시,반석,62.0875,20.0932
4월,목요일,22-23시,서대전네거리,39.2875,15.3779
4월,목요일,22-23시,시청,66.525,39.513
4월,목요일,22-23시,신흥,14.9875,11.8248
4월,목요일,22-23시,오룡,20.8875,8.6443
4월,목요일,22-23시,용문,43.2875,12.1759
4월,목요일,22-23시,월드컵경기장,14.8375,7.1304
4월,목요일,22-23시,월평,24.85,7.7509
4월,목요일,22-23시,유성온천,73.1375,26.6668
4월,목요일,22-23시,정부청사,34.0875,8.6689
4월,목요일,22-23시,중구청,14.075,2.5024
4월,목요일,22-23시,중앙로,38.6375,30.8707
4월,목요일,22-23시,지족,13.625,4.7752
4월,목요일,22-23시,탄방,35.0,11.8223
4월,목요일,22-23시,판암,25.2125,18.9147
4월,목요일,22-23시,현충원,11.575,5.1834
4월,목요일,23-00시,갈마,12.7,7.0059
4월,목요일,23-00시,갑천,4.1625,2.5489
4월,목요일,23-00시,구암,7.05,4.4201
4월,목요일,23-00시,노은,15.95,2.7397
4월,목요일,23-00시,대동,16.575,7.4561
4월,목요일,23-00시,대전,22.7125,12.8966
4월,목요일,23-00시,반석,28.0625,5.0619
4월,목요일,23-00시,서대전네거리,22.375,8.0327
4월,목요일,23-00시,시청,32.575,11.764
4월,목요일,23-00시,신흥,6.925,5.9206
4월,목요일,23-00시,오룡,13.0625,8.3688
4월,목요일,23-00시,용문,26.925,3.8931
4월,목요일,23-00시,월드컵경기장,7.8875,4.3228
4월,목요일,23-00시,월평,16.3375,6.8362
4월,목요일,23-00시,유성온천,38.4875,8.1055
4월,목요일,23-00시,정부청사,13.175,3.0621
4월,목요일,23-00시,중구청,6.175,2.7722
4월,목요일,23-00시,중앙로,16.2125,7.5733
4월,목요일,23-00시,지족,7.0875,2.6712
4월,목요일,23-00시,탄방,12.5,3.5274
4월,목요일,23-00시,판암,10.5,6.7473
4월,목요일,23-00시,현충원,4.6125,2.8593
4월,수요일,05-06시,갈마,8.82,4.7133
4월,수요일,05-06시,갑천,2.18,0.8664
4월,수요일,05-06시,구암,5.8,3.4222
4월,수요일,05-06시,노은,5.93,2.3104
4월,수요일,05-06시,대동,10.9,7.5282
4월,수요일,05-06시,대전,15.63,11.2698
4월,수요일,05-06시,반석,11.35,3.1114
4월,수요일,05-06시,서대전네거리,14.88,8.6345
4월,수요일,05-06시,시청,10.35,2.9406
4월,수요일,05-06시,신흥,8.03,6.7982
4월,수요일,05-06시,오룡,10.04,6.0533
4월,수요일,05-06시,용문,14.59,10.7345
4월,수요일,05-06시,월드컵경기장,3.56,1.1683
4월,수요일,05-06시,월평,8.38,6.1754
4월,수요일,05-06시,유성온천,16.67,2.8402
4월,수요일,05-06시,정부청사,12.97,5.4208
4월,수요일,05-06시,중구청,4.39,1.0354
4월,수요일,05-06시,중앙로,5.82,1.2968
4월,수요일,05-06시,지족,3.49,1.4263
4월,수요일,05-06시,탄방,8.68,0.9508
4월,수요일,05-06시,판암,11.33,9.9199
4월,수요일,05-06시,현충원,1.95,0.8797
4월,수요일,06-07시,갈마,17.46,9.6536
4월,수요일,06-07시,갑천,5.97,2.0747
4월,수요일,06-07시,구암,15.18,3.1541
4월,수요일,06-07시,노은,15.36,7.1068
4월,수요일,06-07시,대동,18.19,11.655
4월,수요일,06-07시,대전,52.26,28.2688
4월,수요일,06-07시,반석,40.8,6.0727
4월,수요일,06-07시,서대전네거리,26.83,9.5711
4월,수요일,06-07시,시청,26.81,6.096
4월,수요일,06-07시,신흥,13.36,8.7046
4월,수요일,06-07시,오룡,19.12,8.0727
4월,수요일,06-07시,용문,35.25,13.3314
4월,수요일,06-07시,월드컵경기장,14.26,4.449
4월,수요일,06-07시,월평,16.27,9.7577
4월,수요일,06-07시,유성온천,40.56,11.9071
4월,수요일,06-07시,정부청사,27.6,12.2488
4월,수요일,06-07시,중구청,11.47,0.8473
4월,수요일,06-07시,중앙로,11.09,1.0472
4월,수요일,06-07시,지족,10.43,3.555
4월,수요일,06-07시,탄방,21.41,2.7131
4월,수요일,06-07시,판암,26.23,14.7093
4월,수요일,06-07시,현충원,8.53,1.6159
